Title,Links,Publication Date
РКН ограничил доступ к сайту премии «Редколлегия»,https://www.vedomosti.ru/society/news/2023/02/22/964024-rkn-ogranichil-dostup-k-saitu-premii-redkollegiya,"Wed, 22 Feb 2023 12:43:29 +0300"
«Мосфильм» закроет лабораторию по обработке кинопленки из-за нерентабельности,https://www.vedomosti.ru/business/news/2023/02/22/964023-mosfilm-laboratoriyu-obrabotke-kinoplenki,"Wed, 22 Feb 2023 12:36:18 +0300"
Госдума отменила штрафы за превышение габаритов транспорта до 10 см,https://www.vedomosti.ru/economics/news/2023/02/22/964015-gosduma-otmenila-shtrafi-za-previshenie-gabaritov-transporta,"Wed, 22 Feb 2023 12:31:59 +0300"
В Кремле анонсировали встречу Путина с Ван И,https://www.vedomosti.ru/politics/news/2023/02/22/964020-v-kremle-anonsirovali-vstrechu-putina-s-van-i,"Wed, 22 Feb 2023 12:30:43 +0300"
Умер заслуженный артист РСФСР Борис Чунаев,https://www.vedomosti.ru/society/news/2023/02/22/964016-umer-zasluzhennii-artist-rsfsr-boris-chunaev,"Wed, 22 Feb 2023 12:26:16 +0300"
Кабмин упростил выдачу аптекам разрешений на дистанционную продажу лекарств,https://www.vedomosti.ru/business/news/2023/02/22/964017-kabmin-uprostil-vidachu-aptekam-razreshenii,"Wed, 22 Feb 2023 12:23:14 +0300"
Госдума приняла закон о приостановке участия России в договоре о ядерном оружии,https://www.vedomosti.ru/politics/news/2023/02/22/964012-gosduma-prinyala-zakon-o-priostanovke-dsnv,"Wed, 22 Feb 2023 11:56:06 +0300"
Прокурор попросил 10 лет колонии для экс-начальника ФТС Александра Кизлыка,https://www.vedomosti.ru/society/news/2023/02/22/964003-prokuror-poprosil-10-let-kolonii-dlya-eks-glavi-doznaniya,"Wed, 22 Feb 2023 11:54:36 +0300"
"Ван И заявил, что Китай будет проводить независимую внешнюю политику",https://www.vedomosti.ru/politics/news/2023/02/22/964011-van-i-kitai,"Wed, 22 Feb 2023 11:49:11 +0300"
СК назвал поджог причиной пожара в отеле в Москве,https://www.vedomosti.ru/society/news/2023/02/22/964009-sk-nazval-podzhog-prichinoi-pozhara,"Wed, 22 Feb 2023 11:43:02 +0300"
В «Роскосмосе» заявили о рисках размещения космонавтов на Crew Dragon,https://www.vedomosti.ru/technology/news/2023/02/22/964007-roskosmose-razmescheniya-kosmonavtov-crew-dragon,"Wed, 22 Feb 2023 11:41:29 +0300"
Больше 60% японских компаний приостановили работу в России,https://www.vedomosti.ru/business/news/2023/02/22/964004-bolshe-60-yaponskih-kompanii-priostanovili-rabotu,"Wed, 22 Feb 2023 11:32:51 +0300"
ФСБ сообщила о задержании пятерых сборщиков средств для террористов в Сирии,https://www.vedomosti.ru/society/news/2023/02/22/964002-fsb-zaderzhanii-sredstv-terroristov,"Wed, 22 Feb 2023 11:09:41 +0300"
В Совфеде поддержали приостановку участия России в ДСНВ,https://www.vedomosti.ru/politics/news/2023/02/22/963989-sovfede-podderzhali-priostanovku-uchastiya-rossii-v-dsnv,"Wed, 22 Feb 2023 11:04:38 +0300"
«Авито Недвижимость»: спрос на новостройки в начале года уменьшился на 36%,https://www.vedomosti.ru/realty/news/2023/02/22/963986-spros-na-novostroiki-v-nachale-goda-umenshilsya,"Wed, 22 Feb 2023 10:51:21 +0300"
В Госдуме предложили наладить массовое восстановление б/у запчастей,https://www.vedomosti.ru/business/news/2023/02/22/963984-gosdume-naladit-massovoe-vosstanovlenie-zapchastei,"Wed, 22 Feb 2023 10:48:33 +0300"
В Кабардино-Балкарии задержали причастных к торговле людьми,https://www.vedomosti.ru/society/news/2023/02/22/963978-v-kabardino-balkarii-zaderzhali-prichastnih-k-torgovle-lyudmi,"Wed, 22 Feb 2023 10:37:48 +0300"
Российские вузы разработают образовательные программы на 4-6 лет,https://www.vedomosti.ru/society/news/2023/02/22/963979-rossiiskie-vuzi-razrabotayut-obrazovatelnie-programmi,"Wed, 22 Feb 2023 10:35:41 +0300"
